iter	RMSE
192	4506.193752
193	4501.848372
194	4497.483983
195	4494.213784
196	4489.971507
197	4486.712824
198	4482.5835
199	4479.341907
200	4476.098825
201	4472.993038
202	4468.873307
203	4465.499106
204	4461.347105
205	4459.676072
206	4456.181735
207	4452.246176
208	4448.782559
209	4444.919767
210	4441.489182
211	4441.169917
212	4438.226763
213	4434.569193
214	4431.326403
215	4427.736558
216	4424.541283
217	4421.017093
218	4416.848956
219	4413.903069
220	4413.881594
221	4411.381894
222	4408.265878
223	4405.730389
224	4402.7953
225	4399.236818
226	4397.578112
227	4394.666426
228	4391.190142
229	4388.592154
230	4385.399116
231	4383.343397
232	4380.216562
233	4375.709017
234	4373.298663
235	4369.003629
236	4367.048619
237	4363.989753
238	4361.534722
239	4359.892842
240	4357.175441
241	4356.895038
242	4355.86886
243	4351.932056
244	4349.270375
245	4345.470331
246	4342.782627
247	4339.104747
248	4336.061306
249	4333.073276
250	4330.404172
251	4326.84178
252	4323.843426
253	4321.12143
254	4317.70574
255	4314.842893
256	4311.893025
257	4309.193341
258	4307.161244
259	4304.389695
260	4302.538369
261	4299.625071
262	4296.903365
263	4294.393849
264	4291.822704
265	4289.84138
266	4287.384582
267	4285.408355
268	4282.86659
269	4279.917315
270	4277.586056
271	4275.25012
272	4275.232154
273	4273.285789
274	4270.849062
275	4267.505669
276	4265.053373
277	4261.810872
278	4260.694853
279	4258.145706
280	4255.111257
281	4252.863193
282	4250.608311
283	4248.45305
284	4245.448448
285	4242.423014
286	4239.916373
287	4236.959553
288	4234.467237
289	4230.410649
290	4227.514954
291	4226.611016
292	4223.005547
293	4221.807891
294	4219.327136
295	4217.539519
296	4215.398455
297	4212.563933
298	4210.424456
299	4207.614452
300	4205.838284
301	4203.807313
302	4201.402482
303	4198.6405
304	4196.517448
305	4193.831671
306	4191.470116
307	4190.297085
308	4189.292242
309	4187.085627
310	4184.279863
311	4184.263803
312	4183.290849
313	4181.609939
314	4179.661333
315	4177.468799
316	4174.741373
317	4171.425152
318	4169.234619
319	4166.572751
320	4164.551746
321	4161.991692
322	4158.626406
323	4156.464881
324	4153.87203
325	4152.503456
326	4150.899757
327	4149.037089
328	4147.032347
329	4144.58074
330	4143.86567
331	4141.722463
332	4141.475059
333	4139.323142
334	4136.833465
335	4135.658276
336	4133.604922
337	4131.424347
338	4129.233485
339	4127.099785
340	4124.937749
341	4123.227098
342	4121.653904
343	4119.570619
344	4117.452783
345	4115.412777
346	4113.324362
347	4111.288749
348	4110.324776
349	4109.485324
350	4107.587118
351	4105.096967
352	4103.532594
353	4102.269206
354	4101.570998
355	4099.930717
356	4099.720445
357	4098.745856
358	4096.80348
359	4096.013866
360	4094.181817
361	4091.73926
362	4089.714336
363	4088.211634
364	4087.332734
365	4085.373572
366	4083.460646
367	4081.506191
368	4080.425136
369	4079.30766
370	4077.47494
371	4075.144902
372	4072.494099
373	4070.668445
374	4068.404415
375	4067.746814
376	4066.623974
377	4064.8033
378	4062.601236
379	4062.02953
380	4060.15844
381	4060.146136
382	4058.378892
383	4057.607051
384	4054.977474
385	4053.26053
386	4051.038084
387	4049.318869
388	4047.157247
389	4046.307696
390	4045.377969
391	4044.170985
392	4042.528449
393	4041.315523
394	4039.377495
395	4037.68025
396	4035.800468
397	4035.27784
398	4033.590122
399	4032.639143
400	4031.791218
401	4031.148548
402	4029.434265
403	4027.969277
404	4027.535805
405	4027.059733
406	4025.007527
407	4023.326814
408	4022.077182
409	4020.677906
410	4016.236137
411	4014.233065
412	4012.572863
413	4010.616096
414	4009.815896
415	4008.169529
416	4007.399641
417	4006.890076
418	4005.655515
419	4003.954587
420	4003.178325
421	4001.506065
422	4000.211825
423	3998.564665
424	3996.884279
425	3994.65733
426	3993.713316
427	3993.052739
428	3991.477898
429	3990.8795
430	3989.584741
431	3988.421161
432	3986.74334
433	3986.731596
434	3984.258863
435	3984.010212
436	3982.634898
437	3980.567099
438	3979.824153
439	3978.433546
440	3976.435152
441	3974.766766
442	3973.362141
443	3971.429017
444	3971.000696
445	3969.543513
446	3968.908605
447	3967.844808
448	3966.201266
449	3964.755438
450	3963.487393
451	3962.205121
452	3960.258575
453	3959.610823
454	3958.979486
455	3951.700944
456	3951.132591
457	3950.248303
458	3948.704349
459	3948.491018
460	3948.049093
461	3947.750078
462	3947.047098
463	3945.637659
464	3944.03553
465	3942.735688
466	3940.880169
467	3938.953389
468	3938.552308
469	3937.198926
470	3936.694349
471	3936.131311
472	3935.050982
473	3933.905012
474	3932.849269
475	3931.374374
476	3929.952792
477	3928.498836
478	3926.382286
479	3924.989248
480	3923.555746
481	3923.208565
482	3922.053566
483	3920.169489
484	3919.571856
485	3918.945255
486	3917.571704
487	3916.463063
488	3915.161822
489	3913.676476
490	3913.116052
491	3911.532791
492	3911.52277
493	3910.390735
494	3908.57154
495	3907.417634
496	3905.66932
497	3904.70446
498	3903.650795
499	3902.156512
